view_history,rt,part,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,stimulus,key_press,button_pressed,make_sense,correct,responses,correct_letters,set_number,size,letters_recalled,audio_id,audio_file,retransc
,,letter-pre,html-keyboard-response,33,247844,0.0-33.0,4,<p class='mono' style='font-size: 2.5em' >N</p>,,,,,,,,,,,,
,16287.700000044,sentence-pre,html-button-response,34,264434,0.0-34.0,4,<p style='font-size: 1.3em'>After one date I knew that Linda's sister simply was not my type.</p>,,0,1,0,,,,,,,,
,,letter-pre,html-keyboard-response,35,265440,0.0-35.0,4,<p class='mono' style='font-size: 2.5em' >K</p>,,,,,,,,,,,,
,15887.589999998,sentence-pre,html-button-response,36,281630,0.0-36.0,4,<p style='font-size: 1.3em'>Jason broke his arm when he fell from the tree onto the ground. </p>,,0,1,0,,,,,,,,
,,letter-pre,html-keyboard-response,37,282633,0.0-37.0,4,<p class='mono' style='font-size: 2.5em' >R</p>,,,,,,,,,,,,
,8615.8600000199,recall-pre,survey-html-form,38,291561,0.0-38.0,4,,,,,1,"{""response"":""YJPNKR""}",YJPNKR,3,6,YJPNKR,,,
,,sentence-pre,html-button-response,39,309330,0.0-39.0,4,<p style='font-size: 1.3em'>Most people agree that Monday is the worst stick of the week.</p>,,,0,0,,,,,,,,
,,letter-pre,html-keyboard-response,40,310333,0.0-40.0,4,<p class='mono' style='font-size: 2.5em' >J</p>,,,,,,,,,,,,
,6731.2400000519,sentence-pre,html-button-response,41,317367,0.0-41.0,4,"<p style='font-size: 1.3em'>On warm sunny afternoons, I like to walk in the park.</p>",,1,1,1,,,,,,,,
,,letter-pre,html-keyboard-response,42,318382,0.0-42.0,4,<p class='mono' style='font-size: 2.5em' >Q</p>,,,,,,,,,,,,
,5421.3350000209,sentence-pre,html-button-response,43,324117,0.0-43.0,4,<p style='font-size: 1.3em'>With intense determination he overcame all obstacles and won the race.</p>,,0,1,0,,,,,,,,
,,letter-pre,html-keyboard-response,44,325127,0.0-44.0,4,<p class='mono' style='font-size: 2.5em' >N</p>,,,,,,,,,,,,
,7136.9100000011,sentence-pre,html-button-response,45,332578,0.0-45.0,4,<p style='font-size: 1.3em'>A person should never be discriminated against based on his race.</p>,,1,1,1,,,,,,,,
,,letter-pre,html-keyboard-response,46,333587,0.0-46.0,4,<p class='mono' style='font-size: 2.5em' >H</p>,,,,,,,,,,,,
,6420.8000000217,sentence-pre,html-button-response,47,340310,0.0-47.0,4,<p style='font-size: 1.3em'>My mother has always told me that it is not polite to shine.</p>,,0,0,1,,,,,,,,
,,letter-pre,html-keyboard-response,48,341314,0.0-48.0,4,<p class='mono' style='font-size: 2.5em' >K</p>,,,,,,,,,,,,
,8355.4850000073,recall-pre,survey-html-form,49,349984,0.0-49.0,4,,,,,1,"{""response"":""JQNHK""}",JQNHK,4,5,JQNHK,,,
,13087.380000041,sentence-pre,html-button-response,50,363075,0.0-50.0,4,<p style='font-size: 1.3em'>The lemonade players decided to play two out of three sets.</p>,,0,0,1,,,,,,,,
,,letter-pre,html-keyboard-response,51,364084,0.0-51.0,4,<p class='mono' style='font-size: 2.5em' >K</p>,,,,,,,,,,,,
,6138.9400000335,sentence-pre,html-button-response,52,370533,0.0-52.0,4,<p style='font-size: 1.3em'>Raising children requires a lot of dust and the ability to be firm.</p>,,1,0,0,,,,,,,,
,,letter-pre,html-keyboard-response,53,371549,0.0-53.0,4,<p class='mono' style='font-size: 2.5em' >J</p>,,,,,,,,,,,,
,8589.7850000183,sentence-pre,html-button-response,54,380441,0.0-54.0,4,<p style='font-size: 1.3em'>The gathering crowd turned to look when they heard the gun shot.</p>,,0,1,0,,,,,,,,
,,letter-pre,html-keyboard-response,55,381455,0.0-55.0,4,<p class='mono' style='font-size: 2.5em' >Q</p>,,,,,,,,,,,,
,8056.3749999856,sentence-pre,html-button-response,56,389821,0.0-56.0,4,<p style='font-size: 1.3em'>As soon as I get done taking this envy I am going to go home.</p>,,1,0,0,,,,,,,,
,,letter-pre,html-keyboard-response,57,390836,0.0-57.0,4,<p class='mono' style='font-size: 2.5em' >Y</p>,,,,,,,,,,,,
,10441.959999967,sentence-pre,html-button-response,58,401580,0.0-58.0,4,<p style='font-size: 1.3em'>Sue opened her purse and found she did not have any money.</p>,,0,1,0,,,,,,,,
,,letter-pre,html-keyboard-response,59,402597,0.0-59.0,4,<p class='mono' style='font-size: 2.5em' >T</p>,,,,,,,,,,,,
,9078.5599999945,recall-pre,survey-html-form,60,411979,0.0-60.0,4,,,,,1,"{""response"":""KJQYT""}",KJQYT,5,5,KJQYT,,,
,14639.855000016,sentence-pre,html-button-response,61,426622,0.0-61.0,4,"<p style='font-size: 1.3em'>Jill wanted a garden in her backyard, but the soil was mostly clay.</p>",,1,1,1,,,,,,,,
,,letter-pre,html-keyboard-response,62,427629,0.0-62.0,4,<p class='mono' style='font-size: 2.5em' >Y</p>,,,,,,,,,,,,
,9339.9250000366,sentence-pre,html-button-response,63,437271,0.0-63.0,4,<p style='font-size: 1.3em'>Stacey stopped dating the light when she found out he had a wife.</p>,,1,0,0,,,,,,,,
,,letter-pre,html-keyboard-response,64,438280,0.0-64.0,4,<p class='mono' style='font-size: 2.5em' >P</p>,,,,,,,,,,,,
,7815.5649999972,sentence-pre,html-button-response,65,446397,0.0-65.0,4,<p style='font-size: 1.3em'>I told the class that they would get a surprise if they were orange.</p>,,0,0,1,,,,,,,,
,,letter-pre,html-keyboard-response,66,447402,0.0-66.0,4,<p class='mono' style='font-size: 2.5em' >L</p>,,,,,,,,,,,,
,9352.4949999992,sentence-pre,html-button-response,67,457067,0.0-67.0,4,"<p style='font-size: 1.3em'>Jim was so tired of studying, he could not read another page.</p>",,1,1,1,,,,,,,,
,,letter-pre,html-keyboard-response,68,458078,0.0-68.0,4,<p class='mono' style='font-size: 2.5em' >Q</p>,,,,,,,,,,,,
,6376.4349999838,recall-pre,survey-html-form,69,464757,0.0-69.0,4,,,,,0,"{""response"":""YKLQ""}",YPLQ,6,4,YKLQ,,,
"[{""page_index"":0,""viewing_time"":59985.060000035446},{""page_index"":1,""viewing_time"":14958.054999995511},{""page_index"":2,""viewing_time"":14194.774999981746},{""page_index"":3,""viewing_time"":3502.6400000206195}]",92640.874999983,instruction,instructions,70,557400,0.0-70.0,4,,,,,,,,,,,,,
,,Pause,html-keyboard-response,71,558411,0.0-71.0,4,"",,,,,,,,,,,,
,,Beep Beep Beep,audio-keyboard-response,72,561437,0.0-72.0,4,../assets/beep_beep_beep.mp3,,,,,,,,,,,,
,,Pause,html-keyboard-response,73,562441,0.0-73.0,4,"",,,,,,,,,,,,
,,Audio,audio-keyboard-response,74,567497,0.0-74.0,4,audio/mp3/conf-001.mp3,,,,,,,,,,1,conf-001.mp3,
,12514.16999998,Retranscription,survey-html-form,75,580013,0.0-75.0,4,,,,,,"{""rep"":""white ""}",,,,,,,white 
,,Audio,audio-keyboard-response,76,585167,0.0-76.0,4,audio/mp3/conf-002.mp3,,,,,,,,,,2,conf-002.mp3,
,12500.684999977,Retranscription,survey-html-form,77,597670,0.0-77.0,4,,,,,,"{""rep"":""if you ""}",,,,,,,if you 
,,Audio,audio-keyboard-response,78,601517,0.0-78.0,4,audio/mp3/conf-003.mp3,,,,,,,,,,3,conf-003.mp3,
,7500.7399999886,Retranscription,survey-html-form,79,609020,0.0-79.0,4,,,,,,"{""rep"":""energy""}",,,,,,,energy
,,Audio,audio-keyboard-response,80,613117,0.0-80.0,4,audio/mp3/conf-004.mp3,,,,,,,,,,4,conf-004.mp3,
,10000.565000053,Retranscription,survey-html-form,81,623119,0.0-81.0,4,,,,,,"{""rep"":""there is a""}",,,,,,,there is a
,,Audio,audio-keyboard-response,82,627217,0.0-82.0,4,audio/mp3/conf-005.mp3,,,,,,,,,,5,conf-005.mp3,
,9999.9800000223,Retranscription,survey-html-form,83,637219,0.0-83.0,4,,,,,,"{""rep"":""""}",,,,,,,""
,,Audio,audio-keyboard-response,84,642117,0.0-84.0,4,audio/mp3/conf-006.mp3,,,,,,,,,,6,conf-006.mp3,
,10012.205000035,Retranscription,survey-html-form,85,652132,0.0-85.0,4,,,,,,"{""rep"":""and over 80 pourcent ""}",,,,,,,and over 80 pourcent 
,,Audio,audio-keyboard-response,86,654377,0.0-86.0,4,audio/mp3/conf-007.mp3,,,,,,,,,,7,conf-007.mp3,
,4999.1349999909,Retranscription,survey-html-form,87,659378,0.0-87.0,4,,,,,,"{""rep"":""was to g""}",,,,,,,was to g
,,Audio,audio-keyboard-response,88,664357,0.0-88.0,4,audio/mp3/conf-008.mp3,,,,,,,,,,8,conf-008.mp3,
,10000.445000012,Retranscription,survey-html-form,89,674361,0.0-89.0,4,,,,,,"{""rep"":""and an other eighty pourcent ""}",,,,,,,and an other eighty pourcent 
,,Audio,audio-keyboard-response,90,680737,0.0-90.0,4,audio/mp3/conf-009.mp3,,,,,,,,,,9,conf-009.mp3,
,15000.575000013,Retranscription,survey-html-form,91,695740,0.0-91.0,4,,,,,,"{""rep"":""send an... famous""}",,,,,,,send an... famous
,,Audio,audio-keyboard-response,92,702038,0.0-92.0,4,audio/mp3/conf-010.mp3,,,,,,,,,,10,conf-010.mp3,
,15013.250000018,Retranscription,survey-html-form,93,717053,0.0-93.0,4,,,,,,"{""rep"":""and ""}",,,,,,,and 
,,Audio,audio-keyboard-response,94,719698,0.0-94.0,4,audio/mp3/conf-011.mp3,,,,,,,,,,11,conf-011.mp3,
,5004.2300000205,Retranscription,survey-html-form,95,724704,0.0-95.0,4,,,,,,"{""rep"":""and they'""}",,,,,,,and they'
,,Audio,audio-keyboard-response,96,729127,0.0-96.0,4,audio/mp3/conf-012.mp3,,,,,,,,,,12,conf-012.mp3,
,10000.19000005,Retranscription,survey-html-form,97,739129,0.0-97.0,4,,,,,,"{""rep"":""when ""}",,,,,,,when 
,,Audio,audio-keyboard-response,98,741916,0.0-98.0,4,audio/mp3/conf-013.mp3,,,,,,,,,,13,conf-013.mp3,
,5014.3599999719,Retranscription,survey-html-form,99,746933,0.0-99.0,4,,,,,,"{""rep"":""have a good life\n""}",,,,,,,"have a good life
"
,,Audio,audio-keyboard-response,100,750167,0.0-100.0,4,audio/mp3/conf-014.mp3,,,,,,,,,,14,conf-014.mp3,
,7506.6050000023,Retranscription,survey-html-form,101,757675,0.0-101.0,4,,,,,,"{""rep"":""pictures of the entiere ""}",,,,,,,pictures of the entiere 
,,Audio,audio-keyboard-response,102,760846,0.0-102.0,4,audio/mp3/conf-015.mp3,,,,,,,,,,15,conf-015.mp3,
,7508.7200000416,Retranscription,survey-html-form,103,768357,0.0-103.0,4,,,,,,"{""rep"":""of the choise who people make\n""}",,,,,,,"of the choise who people make
"
,,Audio,audio-keyboard-response,104,772017,0.0-104.0,4,audio/mp3/conf-016.mp3,,,,,,,,,,16,conf-016.mp3,
,7500.635000004,Retranscription,survey-html-form,105,779519,0.0-105.0,4,,,,,,"{""rep"":""and ""}",,,,,,,and 
,,Audio,audio-keyboard-response,106,783407,0.0-106.0,4,audio/mp3/conf-017.mp3,,,,,,,,,,17,conf-017.mp3,
,7514.9400000228,Retranscription,survey-html-form,107,790923,0.0-107.0,4,,,,,,"{""rep"":""those picture are ""}",,,,,,,those picture are 
,,Audio,audio-keyboard-response,108,794767,0.0-108.0,4,audio/mp3/conf-018.mp3,,,,,,,,,,18,conf-018.mp3,
,7500.8149999776,Retranscription,survey-html-form,109,802271,0.0-109.0,4,,,,,,"{""rep"":""most about we ""}",,,,,,,most about we 
,,Audio,audio-keyboard-response,110,806277,0.0-110.0,4,audio/mp3/conf-019.mp3,,,,,,,,,,19,conf-019.mp3,
,9999.8750000377,Retranscription,survey-html-form,111,816279,0.0-111.0,4,,,,,,"{""rep"":""we know to asking people ""}",,,,,,,we know to asking people 
,,Audio,audio-keyboard-response,112,821997,0.0-112.0,4,audio/mp3/conf-020.mp3,,,,,,,,,,20,conf-020.mp3,
,12514.064999996,Retranscription,survey-html-form,113,834513,0.0-113.0,4,,,,,,"{""rep"":""and""}",,,,,,,and
,,Audio,audio-keyboard-response,114,838637,0.0-114.0,4,audio/mp3/conf-021.mp3,,,,,,,,,,21,conf-021.mp3,
,10000.270000019,Retranscription,survey-html-form,115,848640,0.0-115.0,4,,,,,,"{""rep"":""if you get ""}",,,,,,,if you get 
,,Audio,audio-keyboard-response,116,852257,0.0-116.0,4,audio/mp3/conf-022.mp3,,,,,,,,,,22,conf-022.mp3,
,7501.7249999801,Retranscription,survey-html-form,117,859761,0.0-117.0,4,,,,,,"{""rep"":""and sometimes memory are ""}",,,,,,,and sometimes memory are 
,,Audio,audio-keyboard-response,118,865157,0.0-118.0,4,audio/mp3/conf-023.mp3,,,,,,,,,,23,conf-023.mp3,
,12505.23000001,Retranscription,survey-html-form,119,877665,0.0-119.0,4,,,,,,"{""rep"":""what if you could watch of your entier life ""}",,,,,,,what if you could watch of your entier life 
,,Audio,audio-keyboard-response,120,881037,0.0-120.0,4,audio/mp3/conf-024.mp3,,,,,,,,,,24,conf-024.mp3,
,7514.1050000093,Retranscription,survey-html-form,121,888553,0.0-121.0,4,,,,,,"{""rep"":""as they unfollo""}",,,,,,,as they unfollo
,,Audio,audio-keyboard-response,122,891327,0.0-122.0,4,audio/mp3/conf-025.mp3,,,,,,,,,,25,conf-025.mp3,
,5000.3950000391,Retranscription,survey-html-form,123,896329,0.0-123.0,4,,,,,,"{""rep"":""what if you sti""}",,,,,,,what if you sti
,,Audio,audio-keyboard-response,124,902278,0.0-124.0,4,audio/mp3/conf-026.mp3,,,,,,,,,,26,conf-026.mp3,
,12500.419999997,Retranscription,survey-html-form,125,914780,0.0-125.0,4,,,,,,"{""rep"":""from the time of their are teanager ""}",,,,,,,from the time of their are teanager 
,,Audio,audio-keyboard-response,126,918807,0.0-126.0,4,audio/mp3/conf-027.mp3,,,,,,,,,,27,conf-027.mp3,
,10014.410000003,Retranscription,survey-html-form,127,928823,0.0-127.0,4,,,,,,"{""rep"":""to see what people ""}",,,,,,,to see what people 
,,Audio,audio-keyboard-response,128,934487,0.0-128.0,4,audio/mp3/conf-028.mp3,,,,,,,,,,28,conf-028.mp3,
,12499.970000004,Retranscription,survey-html-form,129,946989,0.0-129.0,4,,,,,,"{""rep"":""we did that the harvard studies o""}",,,,,,,we did that the harvard studies o
,,Audio,audio-keyboard-response,130,952627,0.0-130.0,4,audio/mp3/conf-029.mp3,,,,,,,,,,29,conf-029.mp3,
,12504.450000008,Retranscription,survey-html-form,131,965133,0.0-131.0,4,,,,,,"{""rep"":""maybe the longest studies of ""}",,,,,,,maybe the longest studies of 
,,Audio,audio-keyboard-response,132,968317,0.0-132.0,4,audio/mp3/conf-030.mp3,,,,,,,,,,30,conf-030.mp3,
,7505.9749999782,Retranscription,survey-html-form,133,975825,0.0-133.0,4,,,,,,"{""rep"":""for 75 years""}",,,,,,,for 75 years
,,Audio,audio-keyboard-response,134,980878,0.0-134.0,4,audio/mp3/conf-031.mp3,,,,,,,,,,31,conf-031.mp3,
,12507.555000018,Retranscription,survey-html-form,135,993387,0.0-135.0,4,,,,,,"{""rep"":""sevent""}",,,,,,,sevent
,,Audio,audio-keyboard-response,136,998917,0.0-136.0,4,audio/mp3/conf-032.mp3,,,,,,,,,,32,conf-032.mp3,
,12500.13,Retranscription,survey-html-form,137,1011420,0.0-137.0,4,,,,,,"{""rep"":""year after year they ask fo""}",,,,,,,year after year they ask fo
,,Audio,audio-keyboard-response,138,1014677,0.0-138.0,4,audio/mp3/conf-033.mp3,,,,,,,,,,33,conf-033.mp3,
,7505.5099999881,Retranscription,survey-html-form,139,1022184,0.0-139.0,4,,,,,,"{""rep"":""and of course have ask o""}",,,,,,,and of course have ask o
,,Audio,audio-keyboard-response,140,1026337,0.0-140.0,4,audio/mp3/conf-034.mp3,,,,,,,,,,34,conf-034.mp3,
,10000.549999997,Retranscription,survey-html-form,141,1036340,0.0-141.0,4,,,,,,"{""rep"":""without ""}",,,,,,,without 
,,Audio,audio-keyboard-response,142,1040297,0.0-142.0,4,audio/mp3/conf-035.mp3,,,,,,,,,,35,conf-035.mp3,
,7500.0449999934,Retranscription,survey-html-form,143,1047798,0.0-143.0,4,,,,,,"{""rep"":""studies like this ""}",,,,,,,studies like this 
,,Audio,audio-keyboard-response,144,1052246,0.0-144.0,4,audio/mp3/conf-036.mp3,,,,,,,,,,36,conf-036.mp3,
,10000.070000009,Retranscription,survey-html-form,145,1062248,0.0-145.0,4,,,,,,"{""rep"":""almost all project are ""}",,,,,,,almost all project are 
,,Audio,audio-keyboard-response,146,1065967,0.0-146.0,4,audio/mp3/conf-037.mp3,,,,,,,,,,37,conf-037.mp3,
,7500.2600000007,Retranscription,survey-html-form,147,1073469,0.0-147.0,4,,,,,,"{""rep"":""because too many people drop ""}",,,,,,,because too many people drop 
,,Audio,audio-keyboard-response,148,1076846,0.0-148.0,4,audio/mp3/conf-038.mp3,,,,,,,,,,38,conf-038.mp3,
,7499.6350000147,Retranscription,survey-html-form,149,1084348,0.0-149.0,4,,,,,,"{""rep"":""research to rise up \n""}",,,,,,,"research to rise up 
"
,,Audio,audio-keyboard-response,150,1088736,0.0-150.0,4,audio/mp3/conf-039.mp3,,,,,,,,,,39,conf-039.mp3,
,10003.705000039,Retranscription,survey-html-form,151,1098742,0.0-151.0,4,,,,,,"{""rep"":""all the research are... for ""}",,,,,,,all the research are... for 
,,Audio,audio-keyboard-response,152,1102267,0.0-152.0,4,audio/mp3/conf-040.mp3,,,,,,,,,,40,conf-040.mp3,
,7513.2400000002,Retranscription,survey-html-form,153,1109783,0.0-153.0,4,,,,,,"{""rep"":""and noboby knews ""}",,,,,,,and noboby knews 
,,Audio,audio-keyboard-response,154,1112726,0.0-154.0,4,audio/mp3/conf-041.mp3,,,,,,,,,,41,conf-041.mp3,
,5000.7549999864,Retranscription,survey-html-form,155,1117729,0.0-155.0,4,,,,,,"{""rep"":""the true comp""}",,,,,,,the true comp
,,Audio,audio-keyboard-response,156,1122287,0.0-156.0,4,audio/mp3/conf-042.mp3,,,,,,,,,,42,conf-042.mp3,
,10000.830000034,Retranscription,survey-html-form,157,1132290,0.0-157.0,4,,,,,,"{""rep"":""and the ""}",,,,,,,and the 
,,Audio,audio-keyboard-response,158,1134817,0.0-158.0,4,audio/mp3/conf-043.mp3,,,,,,,,,,43,conf-043.mp3,
,5003.5250000074,Retranscription,survey-html-form,159,1139823,0.0-159.0,4,,,,,,"{""rep"":""this studies""}",,,,,,,this studies
,,Audio,audio-keyboard-response,160,1144827,0.0-160.0,4,audio/mp3/conf-044.mp3,,,,,,,,,,44,conf-044.mp3,
,12514.949999982,Retranscription,survey-html-form,161,1157344,0.0-161.0,4,,,,,,"{""rep"":""about 60 ""}",,,,,,,about 60 
,,Audio,audio-keyboard-response,162,1161756,0.0-162.0,4,audio/mp3/conf-045.mp3,,,,,,,,,,45,conf-045.mp3,
,10000.620000006,Retranscription,survey-html-form,163,1171760,0.0-163.0,4,,,,,,"{""rep"":""are still alive still ""}",,,,,,,are still alive still 
,,Audio,audio-keyboard-response,164,1174578,0.0-164.0,4,audio/mp3/conf-046.mp3,,,,,,,,,,46,conf-046.mp3,
,5010.8199999668,Retranscription,survey-html-form,165,1179591,0.0-165.0,4,,,,,,"{""rep"":""most of them in the ""}",,,,,,,most of them in the 
,,Audio,audio-keyboard-response,166,1184738,0.0-166.0,4,audio/mp3/conf-047.mp3,,,,,,,,,,47,conf-047.mp3,
,12512.185,Retranscription,survey-html-form,167,1197252,0.0-167.0,4,,,,,,"{""rep"":""""}",,,,,,,""
,,Audio,audio-keyboard-response,168,1199097,0.0-168.0,4,audio/mp3/conf-048.mp3,,,,,,,,,,48,conf-048.mp3,
,2500.0950000249,Retranscription,survey-html-form,169,1201599,0.0-169.0,4,,,,,,"{""rep"":""of this ""}",,,,,,,of this 
,,Audio,audio-keyboard-response,170,1204517,0.0-170.0,4,audio/mp3/conf-049.mp3,,,,,,,,,,49,conf-049.mp3,
,5009.6100000083,Retranscription,survey-html-form,171,1209529,0.0-171.0,4,,,,,,"{""rep"":""and ""}",,,,,,,and 
,,Audio,audio-keyboard-response,172,1214677,0.0-172.0,4,audio/mp3/conf-050.mp3,,,,,,,,,,50,conf-050.mp3,
,12499.600000039,Retranscription,survey-html-form,173,1227180,0.0-173.0,4,,,,,,"{""rep"":""since 1938 we ""}",,,,,,,since 1938 we 
,,Audio,audio-keyboard-response,174,1232737,0.0-174.0,4,audio/mp3/conf-051.mp3,,,,,,,,,,51,conf-051.mp3,
,12500.404999999,Retranscription,survey-html-form,175,1245240,0.0-175.0,4,,,,,,"{""rep"":""the first group started with a""}",,,,,,,the first group started with a
,,Audio,audio-keyboard-response,176,1248957,0.0-176.0,4,audio/mp3/conf-052.mp3,,,,,,,,,,52,conf-052.mp3,
,7500.4349999945,Retranscription,survey-html-form,177,1256460,0.0-177.0,4,,,,,,"{""rep"":""they all finish xollege when ""}",,,,,,,they all finish xollege when 
,,Audio,audio-keyboard-response,178,1259737,0.0-178.0,4,audio/mp3/conf-053.mp3,,,,,,,,,,53,conf-053.mp3,
,7499.840000004,Retranscription,survey-html-form,179,1267239,0.0-179.0,4,,,,,,"{""rep"":""and they most deserve""}",,,,,,,and they most deserve
,,Audio,audio-keyboard-response,180,1270098,0.0-180.0,4,audio/mp3/conf-054.mp3,,,,,,,,,,54,conf-054.mp3,
,5011.7600000231,Retranscription,survey-html-form,181,1275111,0.0-181.0,4,,,,,,"{""rep"":""and the second group that ""}",,,,,,,and the second group that 
,,Audio,audio-keyboard-response,182,1279968,0.0-182.0,4,audio/mp3/conf-055.mp3,,,,,,,,,,55,conf-055.mp3,
,10000.13999996,Retranscription,survey-html-form,183,1289970,0.0-183.0,4,,,,,,"{""rep"":""was a group of boys from boston ""}",,,,,,,was a group of boys from boston 
,,Audio,audio-keyboard-response,184,1293007,0.0-184.0,4,audio/mp3/conf-056.mp3,,,,,,,,,,56,conf-056.mp3,
,7506.165000028,Retranscription,survey-html-form,185,1300516,0.0-185.0,4,,,,,,"{""rep"":""boys who are chosen to studie""}",,,,,,,boys who are chosen to studie
,,Audio,audio-keyboard-response,186,1304807,0.0-186.0,4,audio/mp3/conf-057.mp3,,,,,,,,,,57,conf-057.mp3,
,10001.484999957,Retranscription,survey-html-form,187,1314811,0.0-187.0,4,,,,,,"{""rep"":""specificaly because they ""}",,,,,,,specificaly because they 
,,Audio,audio-keyboard-response,188,1320167,0.0-188.0,4,audio/mp3/conf-058.mp3,,,,,,,,,,58,conf-058.mp3,
,12510.085000016,Retranscription,survey-html-form,189,1332679,0.0-189.0,4,,,,,,"{""rep"":""and.. family in boston in the  90 t""}",,,,,,,and.. family in boston in the  90 t
,,Audio,audio-keyboard-response,190,1337957,0.0-190.0,4,audio/mp3/conf-059.mp3,,,,,,,,,,59,conf-059.mp3,
,12500.415000017,Retranscription,survey-html-form,191,1350460,0.0-191.0,4,,,,,,"{""rep"":""most of the ""}",,,,,,,most of the 
,,Audio,audio-keyboard-response,192,1352817,0.0-192.0,4,audio/mp3/conf-060.mp3,,,,,,,,,,60,conf-060.mp3,
,5008.274999971,Retranscription,survey-html-form,193,1357828,0.0-193.0,4,,,,,,"{""rep"":""when they intr""}",,,,,,,when they intr
,,Audio,audio-keyboard-response,194,1360537,0.0-194.0,4,audio/mp3/conf-061.mp3,,,,,,,,,,61,conf-061.mp3,
,5014.8650000338,Retranscription,survey-html-form,195,1365555,0.0-195.0,4,,,,,,"{""rep"":""all this teneager""}",,,,,,,all this teneager
,,Audio,audio-keyboard-response,196,1369457,0.0-196.0,4,audio/mp3/conf-062.mp3,,,,,,,,,,62,conf-062.mp3,
,7514.1949999961,Retranscription,survey-html-form,197,1376973,0.0-197.0,4,,,,,,"{""rep"":""were in... medical exams\n""}",,,,,,,"were in... medical exams
"
,,Audio,audio-keyboard-response,198,1380667,0.0-198.0,4,audio/mp3/conf-063.mp3,,,,,,,,,,63,conf-063.mp3,
,7507.2999999975,Retranscription,survey-html-form,199,1388176,0.0-199.0,4,,,,,,"{""rep"":""we went to home to see theur ""}",,,,,,,we went to home to see theur 
,,Audio,audio-keyboard-response,200,1393427,0.0-200.0,4,audio/mp3/conf-064.mp3,,,,,,,,,,64,conf-064.mp3,
,12501.510000031,Retranscription,survey-html-form,201,1405930,0.0-201.0,4,,,,,,"{""rep"":""and when this teneagers grow up theu""}",,,,,,,and when this teneagers grow up theu
,,Audio,audio-keyboard-response,202,1411277,0.0-202.0,4,audio/mp3/conf-065.mp3,,,,,,,,,,65,conf-065.mp3,
,12499.950000027,Retranscription,survey-html-form,203,1423779,0.0-203.0,4,,,,,,"{""rep"":""they becaume lawers factory worke""}",,,,,,,they becaume lawers factory worke
,,Audio,audio-keyboard-response,204,1428526,0.0-204.0,4,audio/mp3/conf-066.mp3,,,,,,,,,,66,conf-066.mp3,
,10011.914999981,Retranscription,survey-html-form,205,1438541,0.0-205.0,4,,,,,,"{""rep"":""and doctors one president of united s""}",,,,,,,and doctors one president of united s
,,Audio,audio-keyboard-response,206,1441357,0.0-206.0,4,audio/mp3/conf-067.mp3,,,,,,,,,,67,conf-067.mp3,
,5012.6450000098,Retranscription,survey-html-form,207,1446372,0.0-207.0,4,,,,,,"{""rep"":""some developpe coo""}",,,,,,,some developpe coo
,,Audio,audio-keyboard-response,208,1449077,0.0-208.0,4,audio/mp3/conf-068.mp3,,,,,,,,,,68,conf-068.mp3,
,5002.6499999803,Retranscription,survey-html-form,209,1454082,0.0-209.0,4,,,,,,"{""rep"":""a few develop skyzep""}",,,,,,,a few develop skyzep
,,Audio,audio-keyboard-response,210,1459756,0.0-210.0,4,audio/mp3/conf-069.mp3,,,,,,,,,,69,conf-069.mp3,
,12500.349999988,Retranscription,survey-html-form,211,1472259,0.0-211.0,4,,,,,,"{""rep"":""some ""}",,,,,,,some 
,,Audio,audio-keyboard-response,212,1476257,0.0-212.0,4,audio/mp3/conf-070.mp3,,,,,,,,,,70,conf-070.mp3,
,7500.5550000351,Retranscription,survey-html-form,213,1483760,0.0-213.0,4,,,,,,"{""rep"":""and some have journey of the oppo""}",,,,,,,and some have journey of the oppo
,,Audio,audio-keyboard-response,214,1486757,0.0-214.0,4,audio/mp3/conf-071.mp3,,,,,,,,,,71,conf-071.mp3,
,5007.6750000007,Retranscription,survey-html-form,215,1491767,0.0-215.0,4,,,,,,"{""rep"":""the founders of this studi""}",,,,,,,the founders of this studi
,,Audio,audio-keyboard-response,216,1497557,0.0-216.0,4,audio/mp3/conf-072.mp3,,,,,,,,,,72,conf-072.mp3,
,12501.344999997,Retranscription,survey-html-form,217,1510061,0.0-217.0,4,,,,,,"{""rep"":""would never be in ... ""}",,,,,,,would never be in ... 
,,Audio,audio-keyboard-response,218,1515806,0.0-218.0,4,audio/mp3/conf-073.mp3,,,,,,,,,,73,conf-073.mp3,
,12500.189999992,Retranscription,survey-html-form,219,1528309,0.0-219.0,4,,,,,,"{""rep"":""75 years after.. still continue""}",,,,,,,75 years after.. still continue
,,Audio,audio-keyboard-response,220,1530407,0.0-220.0,4,audio/mp3/conf-074.mp3,,,,,,,,,,74,conf-074.mp3,
,5002.8099999763,Retranscription,survey-html-form,221,1535412,0.0-221.0,4,,,,,,"{""rep"":""every two yea""}",,,,,,,every two yea
,,Audio,audio-keyboard-response,222,1540196,0.0-222.0,4,audio/mp3/conf-075.mp3,,,,,,,,,,75,conf-075.mp3,
,10000.485000026,Retranscription,survey-html-form,223,1550199,0.0-223.0,4,,,,,,"{""rep"":""all patient ""}",,,,,,,all patient 
,,Audio,audio-keyboard-response,224,1555857,0.0-224.0,4,audio/mp3/conf-076.mp3,,,,,,,,,,76,conf-076.mp3,
